Gene name,RPKM  Jeko 
LOC221442,0
LOC100132724,0
MMRN2,0.0281245
LOC285401,0.378241
HTR2C,0
UNC13A,0.119952
FAM150B,0.00646971
CACNA1I,0.00221306
SLC2A10,0
PPP1R3G,0.0444828
SEC1,0
LOC283553,0
LOC441455,0.0890471
NACAP1,0
PRL,0.177867
RNASE10,0
LOC375010,0
LOC100507254,0.480918
NKX3-2,0.00449532
MAGI2-AS3,0
CPA5,0
LOC285696,0
FRMPD1,0.0139584
PVRL3,0
SLITRK4,0
BMS1P5,0.143899
PROZ,0
HMGN2P46,0
TULP2,0.125298
WNK3,0.0284848
DNAH6,0.11476
PRSS46,0
LOC389634,0
PRSS50,0
LAMA4,0
TMPRSS4,0.147439
PLA2G10,0.0811897
TEX28,0
DTHD1,0
GAL3ST1,0.112174
CCDC135,0.0293305
ACOX2,0
NMS,0
DLX3,0
CMA1,0
KCNJ5,0
TEX101,0
PI15,0
RPS4Y2,0
ARX,0.00546284
DPPA2,0
HOXA13,0.644213
TMEM125,0.0180105
MYOM3,0
RAB17,0.0379379
AP1M2,0.0635111
CFI,0.0289138
FBXL2,0
FLJ45983,0
HSD17B3,0
HSPB7,0.046717
ACOT6,0
MYOZ1,0
LRRC3C,0.0768597
ONECUT1,0.486278
ANKRD55,0
CNGA1,0.144531
EVPLL,0.0556032
TRPV6,0
ISM1,0
SV2C,0
CFL1P1,0.0972546
C8orf56,0.138477
PRDM16,0.156777
ITLN2,0
C19orf45,0.0353568
ANXA8L2,0
LRRC73,0.0585849
LOC728758,0.16512
FAM83A,0
DKFZp566F0947,0
LOXHD1,0
DCT,0
APOA2,0
DKK3,0
MAGEA12,0
TREML4,0
HTR2B,0.0724132
CEACAM19,0
SYNPO2,0.0219735
ZNF503-AS2,0
NPAS2,0.00405421
GCFC1-AS1,0
CCDC8,0.00722066
GLI3,0.0833111
GKN2,0
WNK4,0.0224294
CNN1,0.0204984
NPB,0
FAM83E,0.0530664
ONECUT2,0
PDZK1,0.160337
COL8A1,0
FLJ22447,0
RP1-177G6.2,0.0509056
HAPLN2,0.0925772
FLJ43390,0.0666778
VWA5B2,0
TPTE2,0
FAM90A2P,0.0910548
LOC100101266,0
CLDN10,0
TUBA4B,0.0643192
LOC100505716,0.123463
BTNL3,0.164291
ADIPOQ,0
STK4-AS1,0.104995
KRTAP5-2,0.0221149
ANGPTL1,0.0460004
CYP3A7,0.028777
TRIM31,0.0134315
IL11,0
ABI3BP,0
ZNF702P,0.120641
FLT4,0.0395241
CCDC147,0.118332
PDZD9,0
C20orf203,0.416312
TRIM71,0
FAM110D,0.0231098
SERTAD4,0
C15orf26,0
DGCR10,0.107409
ANKRD26P3,0
ZNF732,0.346912
SCNN1A,0.0194869
ENKUR,0.0755316
SVEP1,0.00283039
LOC100287846,0
FTCD,0
PTPRD,0
LOC653501,0.310192
GJC3,0
RBP4,0
H2AFB3,0
MC5R,0
LOC100130451,0
DNMT3L,0.0620644
BEND2,0
KRT27,0
EFHD1,0
FBP2,0.0461137
ALB,0.091791
IGFL2,0
HSP90AB4P,0.144
KIAA0319,0
CHST4,0
GRIN2C,0.0114118
ODZ3,0
GBP7,0
LOC283143,0.0144004
LDB2,0
FGF22,0.104417
ALMS1P,0.0557831
CLIC5,0.0351552
OGN,0.172268
SLC34A1,0
LOC100509575,0
DNALI1,0
SLC35G6,0.0202098
LGI4,0.00805265
AGMO,0
LIMS3L,0
TCP11,0
CHST5,0.0380957
SNCAIP,0
LINC00520,0
IDAS,0.125706
ITIH1,0.00864964
ZSCAN23,0.321212
C2orf40,0
KLHL31,0.0151825
LOC152225,0
C12orf71,0.0510137
HOXB-AS3,0
LAMA1,0
KCNJ2-AS1,0
LOC645591,0
TRPM8,0.190102
KNDC1,0.0122353
GRIN3A,0.0645055
CAPN11,0.0174372
WT1,0
FAM92B,0.422143
FGF18,0.0139842
NOG,0
LOC100499183,0.453631
NYAP2,0
IL19,0
CCL27,0
NPAS3,0.0206706
TACR1,0.0326046
VSTM4,0.0312898
C2orf84,0
IL36G,0
EHF,0
UROC1,0.244614
NCRNA00185,0
LMO1,0.282877
C3orf80,0
WFDC3,0.0509544
CHD5,0.023517
MARK2P9,0.0120156
INTU,0
FLJ21408,0
OR2L2,0
HPX,0
PCDH17,0
SVOPL,0
OR56B1,0.0709848
FERMT1,0.201747
ZNF578,0
LOC100302640,0
SAA4,0.142318
SLC28A3,0
C8orf42,0
LOC283888,0
SLC25A2,0
LOC400643,0
C15orf38-AP3S2,0
GPR173,0.040054
TMEM240,0
CTNND2,0
VSTM2L,0
CYP21A1P,0
EFHC2,0
FAM47E,0.0558512
LCE1F,0
IL17RD,0.226918
TKTL2,0.0115936
ACVRL1,0.0123729
PITPNM3,0.13866
FABP5P3,0.0853171
SCN8A,0.140336
PLIN4,0
ALOXE3,0
PROX1-AS1,0.258739
C21orf62,0.283113
SULT1A2,0.174555
PTENP1,0
LOC727896,0.215275
GPR45,0.0641298
LOC100505702,0
C15orf38,0
CGB2,0.0790393
NRADDP,0
FLJ46300,0.0627153
FMO3,0.0753561
NRXN3,0
LINC00087,0.128346
ZNF625-ZNF20,0
WDR64,0.0160365
SLC45A1,0.0348219
KCNJ10,0.0177942
MAGEC1,0
FAM184A,0.0190819
CSPG5,0.00618548
GBP1P1,0
LOC286190,0
HIST1H1T,0.268853
SLC22A1,0.0133161
LIPC,0.063763
SPATA9,0.122696
PLXDC1,0.0342026
FLJ43681,0
SLC35D3,0.00739798
CGNL1,0
ASPDH,0.129084
TMEM221,0.00733853
EGOT,0
SHANK2,0.018901
OR6S1,0
CXorf48,1.10667
LOC100653515,0.118998
MYCT1,0
PLEKHG6,0.00939896
CSAG1,0
FAM157B,0
PPIL6,0
CXorf30,0
UBQLNL,0
BRSK2,0.00267893
HBBP1,0
TMEM45B,0
KIAA1456,0
SPRED3,0.0198855
RPL21P44,0.230146
FAM127C,0
ANP32AP1,0.197765
NKAIN2,0
C19orf21,0.0150769
CTSL2,0.199744
CC2D2A,0
ADRA2B,0
OVOL2,0
LOC100506136,0.325505
IGSF9B,0.0459747
GRP,0
MTRNR2L1,0
NACA2,0
CDH13,0.010298
BPIFA1,0
ENPP1,0.0382946
CST6,0.023974
ST18,0
CCDC40,0.180427
LRRC43,0.0588382
HGD,0
DCST2,0.0356992
VTN,0.0368528
LOC100506385,0.117967
ADCY5,0.00684732
EIF3CL,0
FUT3,0.0160144
OR2B11,0
HOXC13,0.365528
MAGEC2,0
LIM2,0
ACCSL,0
CASC2,0.234584
KRT78,0.0204261
LPAL2,0.0176106
LOC100133161,0.00356245
MFSD6L,0
PPP1R36,0.242409
ZCWPW2,0.193051
SFTPD,0
SLC26A7,0
EFHB,0
TFF2,0
HOXA7,0.334656
LINC00340,0.0283324
TAS1R1,0.209269
NEBL,0.0152693
TECTA,0.0868348
MYO16,0
PLXNA2,0.0149555
DYX1C1,0
ECT2L,0.232097
HPR,0
PP2D1,0
SPESP1,0
LOC100190938,0.0467737
ECSCR,0
RGL3,0
LOC100652791,0
FGG,0
NEFH,0.0192469
LOC728558,1.21409
OR3A2,0
C8orf75,0.231998
IL37,0
LOC100130000,0.121777
LINC00092,0
CAMK2A,0.0041934
CUBN,0.0348335
GPR182,0.0136947
C10orf103,0.0220049
UNQ6494,0
ADRA2A,0
FSTL4,0.00382328
TDH,0.0444863
PRICKLE2,0.147677
PRSS8,0
ESM1,0
SEC14L5,0
WDR49,0
GPR22,0.123662
CAGE1,0.133153
KIAA1984,0
SERPINB3,0
CXorf59,0
HPSE2,0.524716
RNF39,0
TNFSF11,0
TEKT5,0.0828891
C3orf20,0
PTPRQ,0.963034
C1orf194,0.0759351
NR5A1,0.0303903
SERP2,0.0834277
FAM35B2,0
GALNTL1,0
C17orf50,0
WNT7B,0.00861671
OR1F2P,0
NBEAP1,0.490207
FLJ14107,0.230361
DCDC2B,0.0659668
ENTPD8,0.108499
DPY19L2P3,0.158167
CRYGD,0
BEND6,0
DHDH,0.0644495
RUNX1-IT1,0.277642
C12orf39,0
VSIG2,0
PLIN1,0
NKAIN3,0
FHL5,0
CA9,0.043288
FPR3,0
PROKR2,0
FOXL2,0
LOC100507589,0
ZBED2,0
LAMA3,0
LGALS17A,0
NOSTRIN,0.229748
PPP1R14D,0
FBLL1,0.0536076
C9orf174,0
CRISPLD1,0
LINC00200,0
EGFL6,0.0129557
RNF112,0
C9orf117,0
UBE2Q2P2,0.131533
LOC148709,0.0507484
FLJ30679,0.209052
C12orf69,0.0443041
OR7D2,0.0548561
LBP,0
ENTPD2,0
LOC100287559,0
LOC100506178,0
KIRREL,0.0144437
PABPN1L,0.00905622
MYOT,0
LCE1C,0
RNF148,0
CNDP1,0
TGM4,0.0111429
RPL29P2,0
TSPAN8,0
SCHIP1,0
AKR1E2,0
PCDP1,0
LINC00086,0.100725
SPTBN4,0.083042
TMIE,0.0284201
FGF17,0
TDRD9,0
GATA6,0
TENC1,0
DQX1,0.282013
LOC646278,0.0741284
GGN,0.0993697
CLDN9,0.031864
FLRT1,0.0345836
TMEM232,0.0638923
YAP1,0.00402013
RET,0
CADM2,0
TAS2R19,0.120047
ADAMTS4,0.0203574
CES1P2,0
ZNF559-ZNF177,0
PTPRB,0.208223
C8orf77,0
CLPSL2,0
KRT74,0
AGAP11,0.0492377
INHBB,0
SPINK1,0
PPAP2C,0
EXOC3L4,0
LOC100133050,0.0411212
MMP23A,0.0458084
PPEF1,0
APLN,0.133574
CYCSP52,0
C8G,0.0236275
PGAM4,0.118477
RAI2,0
CPA4,0
TMEM213,0
C6orf165,0.0264004
TRIM29,0
NTN5,0
BCAR4,0
LOC148824,0
C9orf106,0.716464
RIMS2,0.123471
UQCRBP1,0
CAPSL,0.4689
PCDH12,0.0264381
ENAM,0.0953269
LINC00421,0
BCAN,0.00317972
FP588,0.127394
TGFA,0.049439
KALRN,0.0489201
OTUD7A,0.0569314
SCG2,0
LINC00189,0
C20orf202,0
FAM166B,0
HMGA2,0
MCF2,0.126115
SV2B,1.00225
SIM1,0
KCNQ1DN,0.369751
C1orf127,0.102722
P2RX6,0
GPR52,0
IL4,0
AIRE,0
GRIN2B,0.720148
RLN3,0
PODNL1,0.0581946
CDO1,0
PLP1,0.0224027
GGNBP1,0.0870149
TRDN,0.0860665
DMRTA1,0
GRIN2D,0.0153917
HEYL,0.0764537
LRRC2,0.05461
LPAR3,0.018146
LOC100128420,0
LOC100288846,0
ZNRF2P2,0
LOC400548,0.419298
ALS2CL,0
DBIL5P2,0.379837
LOC284276,0.0548552
SPDYE5,0.0657103
RPS16P5,0.184801
CIDEC,0
TNNI3,0.019428
C10orf105,0.0649681
TINAGL1,0.0547447
ZNF214,0
GCM1,0
DAGLA,0.0484633
MTVR2,0.260346
PPIAL4G,0
SYN1,0
TFF1,0
TMEM144,0
RNF150,0
C8orf46,0
C15orf53,0
EXPH5,0.0492195
PM20D1,0.0305574
LOC648740,0
CLEC6A,0
RLN1,0
C9orf139,0
MLNR,0.0756448
LONRF2,0.00198556
SLC46A2,0.0424517
C11orf91,0.0220583
SH2D4B,0.500336
MAP6,0.0372408
MYRIP,0.0054915
DAAM2,0
LOC283038,0
LOC442421,0.189846
TMC5,0
CABP7,0
BACE1-AS,0
LRIT3,0.0561827
DIRAS3,0
C2CD4B,0
C4BPB,0
ARHGEF16,0.159669
FGF20,0
TMEM74B,0.0239458
EDN2,0
EGF,0.104937
HAND1,0
PRINS,0.361566
ATOH7,0.0359847
PODN,0
CYP46A1,0.0897011
XKR5,0.0156288
CYP2J2,0
THBS4,0
LOC100507387,0
PSD2,0.0299585
AFM,0
IL31RA,0
RAI14,0
ULK4P3,0
KIAA1107,0
PCDHB15,0
KCND3,0
EEF1E1-MUTED,0
FLJ39534,0
COL6A4P1,0.137647
ARMC4,0
CNGA4,0.0129752
ZNF474,0.204745
QRFP,0.255761
NTS,0
RFPL3,0.320253
SLC6A17,1.01048
CLCNKA,0.0303416
NHS,0
CTNNA3,0.0649147
BMS1P1,0.0798135
NKX6-3,0
GPC4,0
SLC6A12,0
C1orf51,0
HORMAD1,0
C6orf222,0.0120356
ACTA1,0.0776545
LOC100129480,0.332193
MTUS2,0
RNF180,0
MEG3,0
C7orf63,0.117043
C11orf20,0.0779867
SEC16B,0.0461298
LOC399715,0
RAD51AP2,0.760045
UPK3B,0
ADAM23,0.00706615
C1orf95,0.00713743
FAM176A,0.0163839
NKAPL,0.216862
RERG,0
FRMD6-AS1,0.183317
SSX6,0.0636824
KRT80,0.135317
LOC100131320,0
LANCL3,0
GALR3,0
SRCRB4D,0.146342
IQCH,0
HOXD11,0
HYALP1,0
FLJ45513,0
LOC641367,0.0143682
C1orf173,0
LOC728437,0.10386
ADH1B,0
10-Sep,0
PTH2R,0.229495
MAOA,0
ARHGDIG,0.12789
CPLX3,0.0375449
EFEMP1,0
CRLF1,0
IL1RL1,0
GRID1,0.0970814
PLEKHA6,0.044791
LOX,0.00694275
SGK2,0.041918
PDGFRA,0
SALL4,0
GIPC2,0.046851
KGFLP1,0.23414
RAB41,0.0469025
CARD10,0.0153507
NEB,0.264757
PRAP1,0.112435
DSP,0.00809757
EDNRB,0
OLFML2B,0
CDH12,0.0433746
GPHA2,0
LOC254896,0.0873117
ADAM12,0
CAPS2,0.15752
AOX2P,1.261
CABP5,0
MYH15,0.122047
LINC00204A,0
UGT3A1,0
TYRO3P,0.0411343
SPRY3,0.0152068
HAS1,0.0254491
SLC26A8,0
SPATA21,0.0326718
MECOM,0.321673
SRPK3,0.0357604
TAS2R31,0
RPA4,0.0291299
RASL11B,0.605743
LOC731789,0.204851
H1FX-AS1,0
ST8SIA1,0.00503181
LOC375196,0.036268
ITIH5,0
REG4,0.040392
LOC100498859,0
SLC9A7P1,0
LOC100134259,0
NMNAT2,0.00594292
CSF3,0.0144981
SPRYD5,0
LOC401980,0.290294
DNAAF3,0.109834
EHD2,0
OR2T8,0
LAMB1,0.0379176
PIPSL,0.0697278
SAMD5,0.00646597
SIM2,0.0376724
KLK14,0.0307957
SND1-IT1,0.261055
SCNN1G,0
CALY,0.081374
TPSG1,0
UNC5B,0.200521
ARID3C,0.0573683
POU2F3,0.0109767
NR2F2,0
LOC338651,0
WNT8B,0.894759
TLR3,0
FAM71A,0.00874431
VWC2,0
PTPRR,0
LOC100335030,0
PKDREJ,0.141887
FLJ31813,0.0403819
SRL,1.10852
ABO,0
LOC100506409,0.490485
SOWAHC,0
ENTPD3-AS1,0.125212
PTH2,0.0295137
GOLGA8IP,0.221339
NRG3,0.0342967
HCG4,0
ITGA10,0.0105204
THSD1,0.0683001
ST8SIA5,0.0100795
RGPD4,0.0299572
LOC284757,0
PTPRVP,0.151724
MYLK2,0.110061
POU4F3,0.0278181
GLDN,0.00600212
FLJ44635,0
SLCO2A1,0
POU6F2,0
SCAND3,0.664544
MAB21L3,0
MYLK4,0.242854
KRT23,0
DZIP1L,0
DGCR9,0.0256376
PHKA1,0.125554
SMAD5-AS1,0.281742
GRIP1,0.166107
SLC34A3,0.0247918
LOC91450,0.0353983
MDH1B,0.381328
CCDC68,0
SPANXC,0
HOXC11,1.40193
HAS3,0
ZNF677,0
OR2C1,0.131597
PCDHGB4,0
ZNF883,0
PCP4L1,0
MRGPRE,0
MAPK4,0.0278277
EGFL8,0
MMP28,0.0209834
ZNF781,0
TRHDE,0
LOC100506462,0.0980747
MAG,0.0187317
ERBB3,0.00429012
TXNDC3,0
KCNQ1OT1,0.603346
WASF3,0
HRH1,0.46641
PCDHB16,0
TCAM1P,1.61741
KRT79,0
NGB,0.173592
SPACA3,0
LOC401010,0.023813
RIMKLA,0.419109
CCDC81,0.0855093
CYP4F22,0
LOC100128338,0
AAA1,0
WWC2,0.267569
TRPC1,0.114463
FAM124A,0.100001
ANKK1,0
LRRC6,0.0374404
PRSS3,0
CCR3,0
PLSCR4,0
CLEC2L,0
ALDH8A1,0.0770698
STEAP2,0
RAMP3,0
CSMD1,0.567974
FNDC9,0.151928
PCK1,0.0800934
PVALB,0
SH3D19,0.0987676
PGM5P2,0
LOC149086,0.225949
CP,0
TRPV4,0
SERF1A,0
CHRDL1,0
LOC100507401,0.583098
SULT1B1,0
SLAMF9,0
RRH,0.213208
LOC100507117,0.280588
LOC100129617,0.0889392
CCDC116,0.140577
HGC6.3,0
TBX10,0.115985
C14orf64,0
DUSP9,0.032574
LAYN,0
FKBP1AP1,0.126434
PRR15L,0
LOC401164,0
PDLIM4,0
NT5E,0
MAOB,0
OR2T34,0
LPIN3,0.0495837
NPPA-AS1,0
OR2L1P,0
POPDC3,0.0457562
LOC147670,0
AIM1L,0.0075237
JPH3,0.17207
PTTG2,0
LEFTY2,0
C10orf140,0.15511
USHBP1,0.0652865
KIR2DL4,0.141179
IRF6,0.0170107
MDS2,0
KLB,0.106939
LOC440896,0
C12orf70,0
PRSS30P,0.336635
DNAH7,0.0106687
HLF,0.62295
P2RY6,0.00783436
LHFPL1,0
HOXA11,0.122336
LOC100289509,0
LOC340357,1.20107
LOC219347,0.177201
C2CD4D,0.00682879
LOC100506343,0.0188646
C6orf58,0.0725742
FLJ37201,0
ERAS,0
FKSG29,0
ALDH1L1,0
PCDHGA9,0
DNM1P46,0.0384449
HTRA4,0
LCE1E,0
ABCA10,0
DNM1P35,0.00996112
TAS2R10,0
RSPH9,0.0548109
CSAG3,0
CTHRC1,0
GSDMA,0.0116997
LOC644172,0.00463065
EPPK1,0.00580836
TTLL13,0.0119711
THBS2,0.00352899
AKAP14,0
GABRG3,0
CYP4F35P,0
ALOX15B,0
KCNF1,0.0112616
LCN6,0
CYP26B1,0.470721
KIR3DL1,0
TSPAN10,0.0165335
TIMP4,0
EPHX3,0.0302883
PGLYRP4,0
CDH8,0
ITGAD,0
MTMR7,0
SLC16A8,0.0250513
CC2D2B,0.106734
TEX34,0
RPSAP52,0.0446635
NUPR1,0
FUT2,0.210765
MT1M,0
TMEM130,0.0160178
TMEM56-RWDD3,0
TMEM31,0
LDHD,0.0586733
PLEKHN1,0
PCDHB8,0.00760322
SLC9A3,0.0183357
OCM,0
ALS2CR12,0
AMBP,0
CDH20,0
NR2F1,0.121134
CDON,0.400673
THSD7A,0.16394
NHSL2,0.0499118
ZSCAN10,0.00847404
CABYR,0
ADRA1B,0
C1orf151-NBL1,0
CREB3L3,0.0293457
PROL1,0
FAM83F,0
SPON1,0
ASB9P1,1.2161
PCP2,0
OR14I1,0
CARD14,0.0201702
RANBP3L,0.0733139
MAGI3,0.653576
TMEM171,0
WNT1,0.0279337
RFPL2,0
HYAL1,0.130917
LOR,0
GYG2P1,0
LRP4,0.115832
LOC284215,0
SLC10A5,0
NCKAP5,0
CASQ1,0
XAGE1C,0
ABHD12B,0
DRD4,0.0193583
TTC34,0.0344875
ARGFXP2,0
GABRA4,0.0895388
PKP3,0.0128594
DYNC2H1,0.55959
CLDN20,0.432491
PYDC1,0.0383308
RPL23AP32,0
SGCZ,0
MESP2,0.0330147
PKIB,0.106972
USP6,0.0198665
PPP1R27,0.0867484
NOXRED1,0
NCAM1,0.167424
MYLK3,0.397407
SOGA3,0.0345788
KRTAP5-9,0.25203
SYCP2,0.0917838
TWIST2,0
LOC100288428,0.460184
DDX11L10,0
CEACAM5,0.016869
ATP8A2,0.00650733
NOS1AP,0.00878858
FOXD4L1,0.05203
CDH10,0
OR2B6,0.756267
TTC18,0.0141924
MLPH,0.148392
PVRL4,0.00496712
CACNA1E,0.0357584
PI16,0.050831
PNMA6C,0
DENND2C,0.135861
CYP2B7P1,0.0740995
LOC100131347,0.202172
BMX,0
LOC100507194,0.781697
LCE1B,0
LCN15,0.0240284
CRSP8P,0.111049
COL4A1,0
MCF2L2,0.0557014
LOC100499405,0
TAF7L,0.178455
GPR75-ASB3,0
ZNF204P,0.0719555
ARTN,0.0041897
LOC90499,0
CRYAA,0
CASP12,0
CCNO,0.0901603
LOC285593,0
AP3B2,0.327444
IDO1,0
INGX,0
DLK2,0
TBX2,0.124375
PAGE2,0
BSN,0.152757
MST1R,0.0247674
SEMA3E,0
FAM110B,0
ATP8B1,0
MT1DP,0.098716
EBF3,0.825367
SPARCL1,0.0719534
DYNLRB2,0.0826086
COL7A1,0.0155797
HAPLN1,0.0155698
LHX3,0.00443269
FPGT-TNNI3K,0
SHROOM3,0.00596395
TMPRSS5,0
IGFBP1,0
C1QL1,0.141742
IRX1,0
DRP2,0.320371
UCKL1-AS1,0
LOC646851,0.16866
SETD6,0
PHLDB1,0.0365734
ARC,0
TMEM244,0
BFSP1,0.50675
UNC13B,0
MFAP3L,0
LIMCH1,0.0156906
FAM149A,0.0916092
C10orf131,0
CDK5R2,0.49602
KAL1,0
FLJ38576,0.163645
EDA,0.0542137
SPTLC3,0.56419
SMTNL1,0.00983685
CD209,0.0759175
OSTalpha,0
SPOCK3,0
CCDC13,0.102436
HIST2H2AA3,0
B3GNT4,0.0106822
LOC100507299,0.105368
PRSS36,0.0155093
ISPD,0
ZNF208,0.0189955
MEGF11,0.0674541
LOC442497,0.329342
BAIAP2L2,0.00460707
BHLHE23,0.0291169
HAO1,0.565418
GGT5,0.0108049
LOC100134713,0
C4orf49,0.0863218
OR2T33,0
RCVRN,0
ANKRD7,0
DUSP5P,0.0589503
HOXB6,0
MYF6,1.04552
GABRG2,0
IQSEC3,0.0298921
SOX2-OT,0
RARRES1,0
CCDC30,0
GPA33,0
ATP6V0CP3,0
HOXC8,0.937571
NAV3,0.0465828
IFNB1,0
TEAD1,0
FLJ37505,0
ATP2C2,0
RAD51L3-RFFL,0
SIGLEC16,0.0343026
PPT2-EGFL8,0
ANP32A-IT1,0.36219
PARK2,0.00649901
FOXD4,0.111333
OVOL1,0
GUSBP9,0.138255
GJA9-MYCBP,0.523043
LOC149837,0.294956
LOC643339,0
LOC100509894,0.746001
SLAMF8,0.0282265
ZNF462,0.010311
ZNF835,0
GRPR,0.175988
LINC00266-1,0
FANK1,0.331298
REG1A,0
FAM172BP,0
JAKMIP3,0.13493
LOC541473,0.0201568
MRC1,0
HOXD-AS1,0.00714922
CEP170P1,0
RAB19,0
CFTR,0
SLC4A3,0.0276971
SEZ6L,0.0773607
LOC100132741,0.109614
UACA,0.0721316
ADAMTS9,0
FRZB,0
SLC26A10,0.132118
SCGB3A1,0
LOC283174,0.0735789
PRR16,0.0144817
PCDHB2,0
STAC2,0.0807423
CCDC151,0.152096
MAGI2,0.0492797
NKX2-5,1.99346
AGBL3,0.062419
FSD2,0.153245
HTRA1,0
DNAH17,0.1079
DZIP1,0
PRKG2,0
AMOTL2,0.0208125
OBSL1,0.00289034
B3GALT2,0.102262
IGSF1,0.0545687
CHST6,0.161173
POU5F1P3,0.320623
LOC100507421,1.02017
TAS2R4,0.209299
LCA5L,0.130281
POSTN,0
CCDC65,0.061992
CCDC144B,0.00819445
HILS1,0.0389565
PROX2,0.365936
NKD1,0.799545
C10orf68,0.229747
HOGA1,0.0117415
SCRT1,0.00770081
SPACA4,0.133784
LINC00085,0.066278
LINC00327,0.796006
DNAH10,0.0107018
NR1H4,0
AQP5,0
C10orf114,0.0191219
FAM18A,0
CCDC169,0
LOC100288181,0.0136564
NTRK1,0
HSP90AB3P,0.231038
PCDHB13,0.0284956
SMA4,0.222387
F2RL1,0
CDH3,0.0320377
C10orf32-AS3MT,0
AK8,0.0998883
ACTL8,0.307152
ANKRD18DP,0
SCXA,0
DNAH14,0
PNPLA1,0.0110518
NTSR1,0.0126941
GJA1,0
FLJ39739,0
TCEAL2,0
FZD9,0
LIX1,1.739
SYT3,1.61795
AZGP1,1.18186
PLCB4,1.22991
LOC100506013,0
NODAL,0.0456102
RIMBP3,0.667233
ACOT11,0.0800328
CTXN3,0
PXDNL,0.0140178
LOC731223,0
KLHL34,0
PRO0611,0.3129
WNT7A,0
C3orf15,0
TMEM92,0
WDR88,0.122077
LOC100287216,0
CYP1A1,0.0208304
P2RY12,0
DPY19L2,0
LOC643723,0.12104
IFNW1,0.616986
SALL3,0
UBE2QL1,0
TBL1Y,0
PKNOX2,0.0297633
NIM1,0.0678404
ROM1,0
SSC5D,0.0798869
NFIB,0.0907969
LHFPL3,0.0263557
EXOC3L2,0
FER1L4,0.00644506
LINC00162,0.403021
ZNF833P,0.379452
SLC24A4,0
LOC100507091,0.556755
C20orf197,0
TSHZ3,0
GCNT4,0
FASLG,0
CXCL13,0
CHODL,0
PCSK5,0.0521423
GJA4,0
SLC9B1,0
C17orf104,0
FAM22D,0.176533
TMEM191C,0.108232
ROR2,0.0171129
SCGB2B2,0
CXorf22,0
VEGFC,0
NHLRC1,0
PPP2R3A,0.0578408
FOXF2,0
SP6,0.0339053
LOC728978,0
ADAMTS1,0
CDK20,0
NTN4,0
TMEM178,0.0914926
FBXO40,0.00707901
RIMS1,0.0231956
SH3PXD2B,0.981433
LOC440173,0
TSPAN1,0
CPAMD8,0
LILRB5,0
IL13RA2,0
CACNA2D3,0
TCTEX1D1,0
CNTD2,0.124914
THEM5,0
GFRA3,0.38336
JPH1,0
WFIKKN1,0.0314424
ARL9,0
ZFP2,0.0763903
CRMP1,0
KIAA1671,0.0117151
HRC,0.209194
SPDYE1,0.225775
CETN4P,0.288932
LRRC48,0
LRCH2,0
FGF8,0.0231155
TEX14,0.0960575
TLR8-AS1,0
LOC100128640,0.11519
DBH,0.0213971
SNAI2,0
LOC200772,0.0400839
RBM11,0
C17orf98,0.183085
RASGRF2,0.042924
LINC00204B,0
PPP1R1C,0
TSNAXIP1,0.171006
CYP39A1,0.0310542
RNF223,0.00742744
AQP10,0
TRIM17,0.266102
SOX13,0
CNTD1,0
ANGPT1,0
MYO7A,0.00665672
OOEP,0.342137
LOC100652730,0.128302
FAM9C,0.0240724
ALG1L2,0.156281
PDLIM3,0
DDIT4L,0
HAPLN4,0.170143
C1orf226,0
PTCH2,0.0988883
SFRP1,0
SLITRK5,0
KRT86,0
GNAT2,0.172068
CNKSR3,0.0351435
NME9,0.29375
ZNF502,0
KCNQ3,0.0655474
SPATA17,0.2808
MAP7D2,0.0454983
LOC284009,0.0592083
LDHAL6B,0.0296746
CCDC11,0.019063
CABP4,0.0277626
ZDHHC19,0
IL12RB2,0.00680209
HOXC9,0.103394
FAT1,0.00263199
MED12L,0.0901413
SCT,0
CYP3A5,0.687571
TCP10L,0.233917
C6orf164,0.0512618
RBM44,0.111125
ARL14,0
WNT3A,0
C2orf78,0
CCBP2,0.0136999
DISP2,0.583786
CFH,0
C1orf56,0
CYP2B6,0
LOC100240734,0.291818
GRIN2A,0
TCTE3,0.209575
HCG4B,0.0912118
HSPA12B,0.122812
TMEM155,0.014232
FAM163B,0.28646
RNF152,0.0306336
LOC644100,0
PLXNB3,0.00350076
MAT1A,0
SLC1A3,0
NMUR1,0.0168412
FAM183B,0.0304946
FOXP3,0
LOC100132111,0.0389018
LPAR1,0
BTBD18,0.618923
DKFZP564C196,0.106233
LPO,0
DGKI,0.00505994
NID2,0.0147842
OTP,0.0492384
UPK2,0.0258205
STON2,0.0662091
ACRV1,0.0616262
GNAL,0.29231
APC2,0.322037
KIRREL2,0.195265
HES5,0
MGC3771,0.0681262
IFITM4P,0
TMEM30B,0
ASIC1,0.0666345
AOX1,0.482927
LOC284661,1.24088
SPINK8,0
GPR143,0
FAM184B,0.0579458
SOX9,0
FAM46B,0.288732
KIAA1199,0.55793
SOX10,0.0573675
RAB27B,0
GPR82,0
PRODH,0.0852843
LPHN3,0
LOC646627,0
CYYR1,0
OCLN,0.0162698
FAM154B,0.425373
KLHL33,0.287232
EPHB3,0.0212207
CCDC80,0
CASP5,0.156044
SLC45A2,0
C3orf35,0.0208991
MC4R,0
CLDN1,0
PRUNE2,0.109735
SLC10A4,0.00549884
SRGAP1,0
MYCBPAP,0.083978
TNC,0.00271486
C22orf45,0
CPE,0
UBL4B,0
